ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais,produtividade_ton_ha
2018,41151,Laranja,PR,Paraná,Ponta Grossa,13482.0,868.0,13834109.0,15.5323
2019,41151,Laranja,PR,Paraná,Ponta Grossa,10415.0,761.0,4600956.0,13.6859
2020,41151,Laranja,PR,Paraná,Ponta Grossa,13083.0,856.0,9978783.0,15.2839
2021,41151,Laranja,PR,Paraná,Ponta Grossa,12648.0,756.0,,16.7302
2022,41151,Laranja,PR,Paraná,Ponta Grossa,13290.0,903.0,6655436.0,14.7176
2023,41151,Laranja,PR,Paraná,Ponta Grossa,10555.0,759.0,5300136.0,13.9065
2016,41155,Limão,PR,Paraná,Ponta Grossa,1228.0,132.0,2213080.0,9.303
2017,41155,Limão,PR,Paraná,Ponta Grossa,1162.0,128.0,1827470.0,9.0781
2018,41155,Limão,PR,Paraná,Ponta Grossa,1272.0,121.0,1052188.0,10.5124
2019,41155,Limão,PR,Paraná,Ponta Grossa,1115.0,117.0,1642939.0,9.5299
2020,41155,Limão,PR,Paraná,Ponta Grossa,1108.0,116.0,,9.5517
2023,41155,Limão,PR,Paraná,Ponta Grossa,1340.0,114.0,2560150.0,11.7544
2015,41176,Tangerina,PR,Paraná,Ponta Grossa,8037.0,793.0,5557814.0,10.1349
2017,41176,Tangerina,PR,Paraná,Ponta Grossa,7823.0,712.0,5277102.0,10.9874
2018,41176,Tangerina,PR,Paraná,Ponta Grossa,6474.0,676.0,8150340.0,9.5769
2019,41176,Tangerina,PR,Paraná,Ponta Grossa,7171.0,737.0,8963564.0,9.73
2021,41176,Tangerina,PR,Paraná,Ponta Grossa,6908.0,709.0,12739681.0,9.7433
2022,41176,Tangerina,PR,Paraná,Ponta Grossa,6183.0,729.0,6753103.0,8.4815
2023,41176,Tangerina,PR,Paraná,Ponta Grossa,6939.0,782.0,7243126.0,8.8734
2015,41160,Pomelo,PR,Paraná,Ponta Grossa,302.0,200.0,453337.0,1.51
2016,41160,Pomelo,PR,Paraná,Ponta Grossa,231.0,188.0,202195.0,1.2287
2017,41160,Pomelo,PR,Paraná,Ponta Grossa,290.0,219.0,579352.0,1.3242
2018,41160,Pomelo,PR,Paraná,Ponta Grossa,254.0,212.0,430880.0,1.1981
2019,41160,Pomelo,PR,Paraná,Ponta Grossa,273.0,210.0,220855.0,1.3
2020,41160,Pomelo,PR,Paraná,Ponta Grossa,297.0,210.0,478619.0,1.4143
2021,41160,Pomelo,PR,Paraná,Ponta Grossa,289.0,188.0,355458.0,1.5372
2022,41160,Pomelo,PR,Paraná,Ponta Grossa,228.0,212.0,403108.0,1.0755
2023,41160,Pomelo,PR,Paraná,Ponta Grossa,275.0,193.0,173947.0,1.4249
2015,41151,Laranja,PR,Paraná,Apucarana,19387.0,1928.0,22468643.0,10.0555
2016,41151,Laranja,PR,Paraná,Apucarana,21009.0,1897.0,11284751.0,11.0749
2017,41151,Laranja,PR,Paraná,Apucarana,18133.0,2137.0,12851134.0,8.4853
2018,41151,Laranja,PR,Paraná,Apucarana,16905.0,1906.0,19066303.0,8.8694
2019,41151,Laranja,PR,Paraná,Apucarana,19375.0,2134.0,10950435.0,9.0792
2020,41151,Laranja,PR,Paraná,Apucarana,20591.0,1900.0,11579931.0,10.8374
2021,41151,Laranja,PR,Paraná,Apucarana,22222.0,2016.0,13277024.0,11.0228
2022,41151,Laranja,PR,Paraná,Apucarana,17428.0,2032.0,19782813.0,8.5768
2023,41151,Laranja,PR,Paraná,Apucarana,22387.0,1941.0,12170972.0,11.5337
2015,41155,Limão,PR,Paraná,Apucarana,318.0,228.0,585043.0,1.3947
2016,41155,Limão,PR,Paraná,Apucarana,321.0,271.0,600986.0,1.1845
2017,41155,Limão,PR,Paraná,Apucarana,299.0,265.0,351066.0,1.1283
2018,41155,Limão,PR,Paraná,Apucarana,312.0,259.0,388959.0,1.2046
2019,41155,Limão,PR,Paraná,Apucarana,275.0,261.0,217545.0,1.0536
2020,41155,Limão,PR,Paraná,Apucarana,320.0,247.0,402912.0,1.2955
2023,41155,Limão,PR,Paraná,Apucarana,315.0,231.0,493442.0,1.3636
2016,41176,Tangerina,PR,Paraná,Apucarana,2968.0,444.0,5251992.0,6.6847
2017,41176,Tangerina,PR,Paraná,Apucarana,2434.0,495.0,3589036.0,4.9172
2019,41176,Tangerina,PR,Paraná,Apucarana,2200.0,520.0,2586178.0,4.2308
2020,41176,Tangerina,PR,Paraná,Apucarana,2937.0,489.0,2798127.0,6.0061
2021,41176,Tangerina,PR,Paraná,Apucarana,2811.0,447.0,2376597.0,6.2886
2022,41176,Tangerina,PR,Paraná,Apucarana,2178.0,522.0,2675621.0,4.1724
2023,41176,Tangerina,PR,Paraná,Apucarana,2181.0,508.0,1687393.0,4.2933
2015,41160,Pomelo,PR,Paraná,Apucarana,386.0,226.0,434654.0,1.708
2017,41160,Pomelo,PR,Paraná,Apucarana,418.0,227.0,679677.0,1.8414
2018,41160,Pomelo,PR,Paraná,Apucarana,424.0,250.0,386442.0,1.696
2019,41160,Pomelo,PR,Paraná,Apucarana,385.0,262.0,259085.0,1.4695
2020,41160,Pomelo,PR,Paraná,Apucarana,423.0,226.0,554296.0,1.8717
2021,41160,Pomelo,PR,Paraná,Apucarana,400.0,231.0,562796.0,1.7316
2022,41160,Pomelo,PR,Paraná,Apucarana,369.0,235.0,464570.0,1.5702
2023,41160,Pomelo,PR,Paraná,Apucarana,384.0,253.0,460168.0,1.5178
2015,41151,Laranja,PR,Paraná,Campo Mourão,6591.0,697.0,4129792.0,9.4562
2016,41151,Laranja,PR,Paraná,Campo Mourão,7786.0,654.0,8481477.0,11.9052
2017,41151,Laranja,PR,Paraná,Campo Mourão,7398.0,709.0,4780947.0,10.4344
2018,41151,Laranja,PR,Paraná,Campo Mourão,7821.0,676.0,7902030.0,11.5695
2019,41151,Laranja,PR,Paraná,Campo Mourão,7159.0,706.0,3194085.0,10.1402
2020,41151,Laranja,PR,Paraná,Campo Mourão,6549.0,755.0,2767639.0,8.6742
2021,41151,Laranja,PR,Paraná,Campo Mourão,6295.0,737.0,5854877.0,8.5414
2022,41151,Laranja,PR,Paraná,Campo Mourão,7317.0,794.0,3397126.0,9.2154
2023,41151,Laranja,PR,Paraná,Campo Mourão,6859.0,730.0,7608830.0,9.3959
2015,41155,Limão,PR,Paraná,Campo Mourão,335.0,397.0,582872.0,0.8438
2016,41155,Limão,PR,Paraná,Campo Mourão,292.0,374.0,214800.0,0.7807
2017,41155,Limão,PR,Paraná,Campo Mourão,293.0,351.0,230903.0,0.8348
2018,41155,Limão,PR,Paraná,Campo Mourão,295.0,393.0,511190.0,0.7506
2019,41155,Limão,PR,Paraná,Campo Mourão,286.0,385.0,203555.0,0.7429
2021,41155,Limão,PR,Paraná,Campo Mourão,297.0,396.0,334401.0,0.75
2022,41155,Limão,PR,Paraná,Campo Mourão,338.0,362.0,525456.0,0.9337
2015,41176,Tangerina,PR,Paraná,Campo Mourão,1716.0,135.0,1700992.0,12.7111
2016,41176,Tangerina,PR,Paraná,Campo Mourão,1648.0,123.0,1422403.0,13.3984
2017,41176,Tangerina,PR,Paraná,Campo Mourão,1586.0,114.0,2744701.0,13.9123
2018,41176,Tangerina,PR,Paraná,Campo Mourão,1435.0,124.0,2732350.0,11.5726
2019,41176,Tangerina,PR,Paraná,Campo Mourão,1550.0,118.0,1240660.0,13.1356
2020,41176,Tangerina,PR,Paraná,Campo Mourão,1821.0,120.0,2808504.0,15.175
2021,41176,Tangerina,PR,Paraná,Campo Mourão,1749.0,119.0,1567623.0,14.6975
2022,41176,Tangerina,PR,Paraná,Campo Mourão,1478.0,136.0,2754560.0,10.8676
2023,41176,Tangerina,PR,Paraná,Campo Mourão,1457.0,116.0,1964561.0,12.5603
2015,41160,Pomelo,PR,Paraná,Campo Mourão,1454.0,345.0,2725136.0,4.2145
2016,41160,Pomelo,PR,Paraná,Campo Mourão,1659.0,337.0,1597171.0,4.9228
2017,41160,Pomelo,PR,Paraná,Campo Mourão,1937.0,362.0,1507730.0,5.3508
2018,41160,Pomelo,PR,Paraná,Campo Mourão,1523.0,349.0,1817209.0,4.3639
2019,41160,Pomelo,PR,Paraná,Campo Mourão,1744.0,328.0,1068834.0,5.3171
2020,41160,Pomelo,PR,Paraná,Campo Mourão,1793.0,331.0,1787172.0,5.4169
2021,41160,Pomelo,PR,Paraná,Campo Mourão,1594.0,357.0,2493079.0,4.465
2022,41160,Pomelo,PR,Paraná,Campo Mourão,1579.0,390.0,1077411.0,4.0487
2023,41160,Pomelo,PR,Paraná,Campo Mourão,1542.0,373.0,2918113.0,4.134
2015,41151,Laranja,PR,Paraná,Paranavaí,6407.0,236.0,6037437.0,27.1483
2016,41151,Laranja,PR,Paraná,Paranavaí,6712.0,229.0,7282531.0,29.31
2017,41151,Laranja,PR,Paraná,Paranavaí,7026.0,254.0,5382098.0,27.6614
2019,41151,Laranja,PR,Paraná,Paranavaí,7233.0,240.0,7763381.0,30.1375
2020,41151,Laranja,PR,Paraná,Paranavaí,7294.0,251.0,6380163.0,29.0598
2021,41151,Laranja,PR,Paraná,Paranavaí,5777.0,243.0,5490387.0,23.7737
2022,41151,Laranja,PR,Paraná,Paranavaí,6634.0,257.0,7243774.0,25.8132
2015,41155,Limão,PR,Paraná,Paranavaí,1808.0,91.0,2310385.0,19.8681
2017,41155,Limão,PR,Paraná,Paranavaí,1644.0,98.0,2332195.0,16.7755
2018,41155,Limão,PR,Paraná,Paranavaí,1863.0,91.0,2680379.0,20.4725
2021,41155,Limão,PR,Paraná,Paranavaí,1620.0,99.0,2548490.0,16.3636
2022,41155,Limão,PR,Paraná,Paranavaí,1435.0,104.0,1337334.0,13.7981
2023,41155,Limão,PR,Paraná,Paranavaí,1498.0,95.0,1168273.0,15.7684
2015,41176,Tangerina,PR,Paraná,Paranavaí,3314.0,539.0,3961823.0,6.1484
2016,41176,Tangerina,PR,Paraná,Paranavaí,4078.0,532.0,4571434.0,7.6654
2017,41176,Tangerina,PR,Paraná,Paranavaí,4447.0,559.0,2829509.0,7.9553
2018,41176,Tangerina,PR,Paraná,Paranavaí,3292.0,582.0,3647362.0,5.6564
2019,41176,Tangerina,PR,Paraná,Paranavaí,3680.0,620.0,4158713.0,5.9355
2020,41176,Tangerina,PR,Paraná,Paranavaí,4234.0,565.0,5675864.0,7.4938
2021,41176,Tangerina,PR,Paraná,Paranavaí,3423.0,617.0,3920665.0,5.5478
2023,41176,Tangerina,PR,Paraná,Paranavaí,3276.0,592.0,6435046.0,5.5338
2015,41160,Pomelo,PR,Paraná,Paranavaí,836.0,276.0,1002256.0,3.029
2016,41160,Pomelo,PR,Paraná,Paranavaí,958.0,283.0,994242.0,3.3852
2017,41160,Pomelo,PR,Paraná,Paranavaí,716.0,303.0,985089.0,2.363
2018,41160,Pomelo,PR,Paraná,Paranavaí,899.0,287.0,1187593.0,3.1324
2019,41160,Pomelo,PR,Paraná,Paranavaí,948.0,303.0,1516633.0,3.1287
2020,41160,Pomelo,PR,Paraná,Paranavaí,924.0,310.0,1237564.0,2.9806
2021,41160,Pomelo,PR,Paraná,Paranavaí,842.0,273.0,593754.0,3.0842
2022,41160,Pomelo,PR,Paraná,Paranavaí,801.0,266.0,1505610.0,3.0113
2023,41160,Pomelo,PR,Paraná,Paranavaí,780.0,272.0,1273924.0,2.8676
2016,41151,Laranja,PR,Paraná,Umuarama,2122.0,1035.0,1580132.0,2.0502
2017,41151,Laranja,PR,Paraná,Umuarama,1840.0,1209.0,1104198.0,1.5219
2018,41151,Laranja,PR,Paraná,Umuarama,2028.0,1260.0,1875948.0,1.6095
2019,41151,Laranja,PR,Paraná,Umuarama,2465.0,1196.0,1204232.0,2.061
2020,41151,Laranja,PR,Paraná,Umuarama,2310.0,1250.0,2697523.0,1.848
2021,41151,Laranja,PR,Paraná,Umuarama,1926.0,1205.0,1972744.0,1.5983
2015,41155,Limão,PR,Paraná,Umuarama,1452.0,297.0,1105012.0,4.8889
2016,41155,Limão,PR,Paraná,Umuarama,1765.0,286.0,2863958.0,6.1713
2017,41155,Limão,PR,Paraná,Umuarama,1417.0,304.0,,4.6612
2018,41155,Limão,PR,Paraná,Umuarama,1553.0,312.0,2454085.0,4.9776
2019,41155,Limão,PR,Paraná,Umuarama,1578.0,283.0,1189933.0,5.576
2020,41155,Limão,PR,Paraná,Umuarama,1449.0,279.0,2209149.0,5.1935
2021,41155,Limão,PR,Paraná,Umuarama,1486.0,310.0,1587040.0,4.7935
2022,41155,Limão,PR,Paraná,Umuarama,1543.0,330.0,2530681.0,4.6758
2015,41176,Tangerina,PR,Paraná,Umuarama,2073.0,755.0,3977144.0,2.7457
2016,41176,Tangerina,PR,Paraná,Umuarama,1873.0,759.0,2220436.0,2.4677
2017,41176,Tangerina,PR,Paraná,Umuarama,2006.0,798.0,2972511.0,2.5138
2018,41176,Tangerina,PR,Paraná,Umuarama,2310.0,766.0,2272596.0,3.0157
2019,41176,Tangerina,PR,Paraná,Umuarama,2435.0,770.0,4237744.0,3.1623
2020,41176,Tangerina,PR,Paraná,Umuarama,2068.0,822.0,2869345.0,2.5158
2021,41176,Tangerina,PR,Paraná,Umuarama,2160.0,836.0,1322796.0,2.5837
2022,41176,Tangerina,PR,Paraná,Umuarama,2353.0,787.0,2296340.0,2.9898
2023,41176,Tangerina,PR,Paraná,Umuarama,2414.0,784.0,1897790.0,3.0791
2015,41160,Pomelo,PR,Paraná,Umuarama,358.0,51.0,702075.0,7.0196
2017,41160,Pomelo,PR,Paraná,Umuarama,314.0,45.0,477356.0,6.9778
2018,41160,Pomelo,PR,Paraná,Umuarama,391.0,47.0,577398.0,8.3191
2019,41160,Pomelo,PR,Paraná,Umuarama,356.0,53.0,410698.0,6.717
2020,41160,Pomelo,PR,Paraná,Umuarama,341.0,49.0,593966.0,6.9592
2021,41160,Pomelo,PR,Paraná,Umuarama,320.0,53.0,558239.0,6.0377
2022,41160,Pomelo,PR,Paraná,Umuarama,358.0,49.0,,7.3061
2023,41160,Pomelo,PR,Paraná,Umuarama,298.0,45.0,525291.0,6.6222
2015,41151,Laranja,BA,Bahia,Juazeiro,1685.0,1988.0,817344.0,0.8476
2016,41151,Laranja,BA,Bahia,Juazeiro,1493.0,1801.0,792059.0,0.829
2017,41151,Laranja,BA,Bahia,Juazeiro,1284.0,1940.0,619211.0,0.6619
2018,41151,Laranja,BA,Bahia,Juazeiro,1237.0,1795.0,640643.0,0.6891
2019,41151,Laranja,BA,Bahia,Juazeiro,1617.0,1680.0,866141.0,0.9625
2020,41151,Laranja,BA,Bahia,Juazeiro,1282.0,1976.0,1456222.0,0.6488
2021,41151,Laranja,BA,Bahia,Juazeiro,1549.0,1694.0,1446485.0,0.9144
2022,41151,Laranja,BA,Bahia,Juazeiro,1540.0,1979.0,,0.7782
2023,41151,Laranja,BA,Bahia,Juazeiro,1537.0,1756.0,1095081.0,0.8753
2015,41155,Limão,BA,Bahia,Juazeiro,27922.0,2150.0,20288846.0,12.987
2016,41155,Limão,BA,Bahia,Juazeiro,25820.0,2211.0,44175495.0,11.678
2017,41155,Limão,BA,Bahia,Juazeiro,24270.0,2265.0,32654416.0,10.7152
2020,41155,Limão,BA,Bahia,Juazeiro,21482.0,2408.0,42116480.0,8.9211
2023,41155,Limão,BA,Bahia,Juazeiro,20952.0,2281.0,36439629.0,9.1854
2015,41176,Tangerina,BA,Bahia,Juazeiro,2911.0,562.0,4931104.0,5.1797
2016,41176,Tangerina,BA,Bahia,Juazeiro,3242.0,581.0,1994525.0,5.58
2017,41176,Tangerina,BA,Bahia,Juazeiro,3405.0,581.0,5424484.0,5.8606
2018,41176,Tangerina,BA,Bahia,Juazeiro,2631.0,547.0,3858785.0,4.8099
2019,41176,Tangerina,BA,Bahia,Juazeiro,3305.0,577.0,3432128.0,5.7279
2020,41176,Tangerina,BA,Bahia,Juazeiro,2699.0,535.0,,5.0449
2021,41176,Tangerina,BA,Bahia,Juazeiro,2573.0,592.0,4268941.0,4.3463
2022,41176,Tangerina,BA,Bahia,Juazeiro,2772.0,636.0,3855063.0,4.3585
2023,41176,Tangerina,BA,Bahia,Juazeiro,2518.0,564.0,2506324.0,4.4645
2015,41160,Pomelo,BA,Bahia,Juazeiro,1357.0,387.0,2222809.0,3.5065
2016,41160,Pomelo,BA,Bahia,Juazeiro,1605.0,422.0,1614898.0,3.8033
2017,41160,Pomelo,BA,Bahia,Juazeiro,1757.0,419.0,2663450.0,4.1933
2018,41160,Pomelo,BA,Bahia,Juazeiro,1638.0,428.0,1765733.0,3.8271
2019,41160,Pomelo,BA,Bahia,Juazeiro,1760.0,416.0,2011130.0,4.2308
2020,41160,Pomelo,BA,Bahia,Juazeiro,1560.0,419.0,1247487.0,3.7232
2021,41160,Pomelo,BA,Bahia,Juazeiro,1355.0,380.0,2584904.0,3.5658
2022,41160,Pomelo,BA,Bahia,Juazeiro,1700.0,375.0,2146361.0,4.5333
2023,41160,Pomelo,BA,Bahia,Juazeiro,1596.0,358.0,2876956.0,4.4581
2015,41151,Laranja,BA,Bahia,Petrolina,9896.0,948.0,7521690.0,10.4388
2016,41151,Laranja,BA,Bahia,Petrolina,12527.0,1003.0,10630917.0,12.4895
2017,41151,Laranja,BA,Bahia,Petrolina,10415.0,1037.0,9741362.0,10.0434
2018,41151,Laranja,BA,Bahia,Petrolina,10256.0,889.0,11975300.0,11.5366
2019,41151,Laranja,BA,Bahia,Petrolina,10859.0,985.0,6190804.0,11.0244
2020,41151,Laranja,BA,Bahia,Petrolina,10126.0,909.0,8653327.0,11.1397
2022,41151,Laranja,BA,Bahia,Petrolina,10604.0,884.0,11654015.0,11.9955
2023,41151,Laranja,BA,Bahia,Petrolina,9785.0,1041.0,7268566.0,9.3996
2015,41155,Limão,BA,Bahia,Petrolina,26349.0,1143.0,49473855.0,23.0525
2016,41155,Limão,BA,Bahia,Petrolina,24542.0,1176.0,19694074.0,20.869
2017,41155,Limão,BA,Bahia,Petrolina,19270.0,1249.0,36754579.0,15.4283
2018,41155,Limão,BA,Bahia,Petrolina,24539.0,1271.0,47130909.0,19.3068
2019,41155,Limão,BA,Bahia,Petrolina,24713.0,1085.0,38923581.0,22.777
2020,41155,Limão,BA,Bahia,Petrolina,24221.0,1263.0,27087772.0,19.1774
2021,41155,Limão,BA,Bahia,Petrolina,22878.0,1273.0,26988609.0,17.9717
2022,41155,Limão,BA,Bahia,Petrolina,26057.0,1148.0,29245597.0,22.6977
2023,41155,Limão,BA,Bahia,Petrolina,24226.0,1189.0,38348054.0,20.3751
2015,41176,Tangerina,BA,Bahia,Petrolina,1055.0,831.0,786128.0,1.2696
2016,41176,Tangerina,BA,Bahia,Petrolina,1377.0,790.0,2468117.0,1.743
2017,41176,Tangerina,BA,Bahia,Petrolina,1435.0,742.0,2455646.0,1.934
2018,41176,Tangerina,BA,Bahia,Petrolina,1431.0,808.0,1875447.0,1.771
2020,41176,Tangerina,BA,Bahia,Petrolina,1178.0,714.0,1650451.0,1.6499
2021,41176,Tangerina,BA,Bahia,Petrolina,1069.0,831.0,1283594.0,1.2864
2022,41176,Tangerina,BA,Bahia,Petrolina,1113.0,723.0,1774160.0,1.5394
2023,41176,Tangerina,BA,Bahia,Petrolina,1422.0,816.0,,1.7426
2015,41160,Pomelo,BA,Bahia,Petrolina,1510.0,361.0,,4.1828
2016,41160,Pomelo,BA,Bahia,Petrolina,1776.0,372.0,1529450.0,4.7742
2018,41160,Pomelo,BA,Bahia,Petrolina,1486.0,383.0,1146832.0,3.8799
2019,41160,Pomelo,BA,Bahia,Petrolina,1892.0,382.0,1686077.0,4.9529
2020,41160,Pomelo,BA,Bahia,Petrolina,1541.0,347.0,2844067.0,4.4409
2021,41160,Pomelo,BA,Bahia,Petrolina,1790.0,362.0,3216151.0,4.9448
2022,41160,Pomelo,BA,Bahia,Petrolina,1428.0,354.0,1365598.0,4.0339
2015,41151,Laranja,BA,Bahia,Feira De Santana,7264.0,391.0,4615957.0,18.578
2016,41151,Laranja,BA,Bahia,Feira De Santana,6828.0,402.0,7578068.0,16.9851
2017,41151,Laranja,BA,Bahia,Feira De Santana,8371.0,423.0,6615311.0,19.7896
2018,41151,Laranja,BA,Bahia,Feira De Santana,7907.0,382.0,6750313.0,20.699
2019,41151,Laranja,BA,Bahia,Feira De Santana,7669.0,394.0,4868118.0,19.4645
2020,41151,Laranja,BA,Bahia,Feira De Santana,6845.0,374.0,7068948.0,18.3021
2021,41151,Laranja,BA,Bahia,Feira De Santana,6702.0,373.0,2739246.0,17.9678
2022,41151,Laranja,BA,Bahia,Feira De Santana,7356.0,395.0,6045233.0,18.6228
2023,41151,Laranja,BA,Bahia,Feira De Santana,6584.0,418.0,4855042.0,15.7512
2015,41155,Limão,BA,Bahia,Feira De Santana,25111.0,680.0,19429127.0,36.9279
2016,41155,Limão,BA,Bahia,Feira De Santana,22670.0,740.0,44957708.0,30.6351
2017,41155,Limão,BA,Bahia,Feira De Santana,24602.0,627.0,36969079.0,39.2376
2018,41155,Limão,BA,Bahia,Feira De Santana,23445.0,677.0,32331364.0,34.6307
2019,41155,Limão,BA,Bahia,Feira De Santana,24114.0,755.0,,31.9391
2020,41155,Limão,BA,Bahia,Feira De Santana,18211.0,636.0,19158020.0,28.6336
2021,41155,Limão,BA,Bahia,Feira De Santana,20735.0,746.0,41167083.0,27.7949
2022,41155,Limão,BA,Bahia,Feira De Santana,24807.0,632.0,26321729.0,39.2516
2023,41155,Limão,BA,Bahia,Feira De Santana,21382.0,639.0,38629851.0,33.4617
2015,41176,Tangerina,BA,Bahia,Feira De Santana,1538.0,643.0,2346644.0,2.3919
2016,41176,Tangerina,BA,Bahia,Feira De Santana,1423.0,581.0,1966474.0,2.4492
2017,41176,Tangerina,BA,Bahia,Feira De Santana,1758.0,578.0,1087110.0,3.0415
2018,41176,Tangerina,BA,Bahia,Feira De Santana,1569.0,637.0,2827090.0,2.4631
2019,41176,Tangerina,BA,Bahia,Feira De Santana,1729.0,598.0,1917636.0,2.8913
2020,41176,Tangerina,BA,Bahia,Feira De Santana,1414.0,591.0,1456427.0,2.3926
2022,41176,Tangerina,BA,Bahia,Feira De Santana,1490.0,589.0,1941569.0,2.5297
2023,41176,Tangerina,BA,Bahia,Feira De Santana,1639.0,624.0,1658025.0,2.6266
2016,41160,Pomelo,BA,Bahia,Feira De Santana,1576.0,78.0,1810306.0,20.2051
2017,41160,Pomelo,BA,Bahia,Feira De Santana,1658.0,72.0,1663288.0,23.0278
2018,41160,Pomelo,BA,Bahia,Feira De Santana,1505.0,72.0,2813348.0,20.9028
2019,41160,Pomelo,BA,Bahia,Feira De Santana,1340.0,67.0,1694350.0,20.0
2020,41160,Pomelo,BA,Bahia,Feira De Santana,1605.0,80.0,2297729.0,20.0625
2021,41160,Pomelo,BA,Bahia,Feira De Santana,1674.0,76.0,3325532.0,22.0263
2022,41160,Pomelo,BA,Bahia,Feira De Santana,1421.0,78.0,1753034.0,18.2179
2023,41160,Pomelo,BA,Bahia,Feira De Santana,1277.0,72.0,2035818.0,17.7361
2015,41151,Laranja,BA,Bahia,Vitória Da Conquista,5052.0,786.0,2104571.0,6.4275
2016,41151,Laranja,BA,Bahia,Vitória Da Conquista,4368.0,788.0,5148266.0,5.5431
2017,41151,Laranja,BA,Bahia,Vitória Da Conquista,5485.0,808.0,5172581.0,6.7884
2018,41151,Laranja,BA,Bahia,Vitória Da Conquista,5041.0,810.0,3593330.0,6.2235
2019,41151,Laranja,BA,Bahia,Vitória Da Conquista,4795.0,728.0,4267041.0,6.5865
2020,41151,Laranja,BA,Bahia,Vitória Da Conquista,5491.0,751.0,5207781.0,7.3116
2023,41151,Laranja,BA,Bahia,Vitória Da Conquista,5180.0,700.0,2428398.0,7.4
2015,41155,Limão,BA,Bahia,Vitória Da Conquista,12245.0,612.0,21262128.0,20.0082
2016,41155,Limão,BA,Bahia,Vitória Da Conquista,11558.0,607.0,16059501.0,19.0412
2017,41155,Limão,BA,Bahia,Vitória Da Conquista,10890.0,637.0,11123995.0,17.0958
2018,41155,Limão,BA,Bahia,Vitória Da Conquista,13863.0,623.0,11007968.0,22.252
2020,41155,Limão,BA,Bahia,Vitória Da Conquista,11559.0,598.0,15224237.0,19.3294
2021,41155,Limão,BA,Bahia,Vitória Da Conquista,11922.0,618.0,7252557.0,19.2913
2022,41155,Limão,BA,Bahia,Vitória Da Conquista,10565.0,672.0,15951374.0,15.7217
2023,41155,Limão,BA,Bahia,Vitória Da Conquista,10589.0,661.0,16351302.0,16.0197
2015,41176,Tangerina,BA,Bahia,Vitória Da Conquista,4209.0,247.0,7547401.0,17.0405
2017,41176,Tangerina,BA,Bahia,Vitória Da Conquista,5125.0,236.0,3474311.0,21.7161
2018,41176,Tangerina,BA,Bahia,Vitória Da Conquista,4695.0,254.0,7295319.0,18.4843
2019,41176,Tangerina,BA,Bahia,Vitória Da Conquista,5104.0,246.0,4282693.0,20.748
2020,41176,Tangerina,BA,Bahia,Vitória Da Conquista,5315.0,238.0,8157353.0,22.3319
2022,41176,Tangerina,BA,Bahia,Vitória Da Conquista,5237.0,261.0,6572801.0,20.0651
2023,41176,Tangerina,BA,Bahia,Vitória Da Conquista,4630.0,231.0,7355747.0,20.0433
2015,41160,Pomelo,BA,Bahia,Vitória Da Conquista,862.0,301.0,853100.0,2.8638
2016,41160,Pomelo,BA,Bahia,Vitória Da Conquista,773.0,283.0,1176939.0,2.7314
2017,41160,Pomelo,BA,Bahia,Vitória Da Conquista,759.0,310.0,825285.0,2.4484
2018,41160,Pomelo,BA,Bahia,Vitória Da Conquista,700.0,262.0,1335549.0,2.6718
2019,41160,Pomelo,BA,Bahia,Vitória Da Conquista,736.0,307.0,620887.0,2.3974
2020,41160,Pomelo,BA,Bahia,Vitória Da Conquista,835.0,263.0,1490911.0,3.1749
2021,41160,Pomelo,BA,Bahia,Vitória Da Conquista,759.0,296.0,856668.0,2.5642
2022,41160,Pomelo,BA,Bahia,Vitória Da Conquista,749.0,267.0,619367.0,2.8052
2023,41160,Pomelo,BA,Bahia,Vitória Da Conquista,850.0,268.0,1473910.0,3.1716
2015,41151,Laranja,BA,Bahia,Barreiras,7714.0,1728.0,7048944.0,4.4641
2016,41151,Laranja,BA,Bahia,Barreiras,7454.0,1615.0,3803767.0,4.6155
2017,41151,Laranja,BA,Bahia,Barreiras,6193.0,1687.0,3954735.0,3.671
2018,41151,Laranja,BA,Bahia,Barreiras,8206.0,1731.0,4932671.0,4.7406
2019,41151,Laranja,BA,Bahia,Barreiras,7353.0,1709.0,8422473.0,4.3025
2021,41151,Laranja,BA,Bahia,Barreiras,7287.0,1671.0,8302366.0,4.3609
2023,41151,Laranja,BA,Bahia,Barreiras,7440.0,1463.0,6258083.0,5.0854
2015,41155,Limão,BA,Bahia,Barreiras,23030.0,1402.0,,16.4265
2016,41155,Limão,BA,Bahia,Barreiras,23910.0,1510.0,32227337.0,15.8344
2017,41155,Limão,BA,Bahia,Barreiras,23854.0,1477.0,28663112.0,16.1503
2020,41155,Limão,BA,Bahia,Barreiras,18700.0,1379.0,28373370.0,13.5606
2021,41155,Limão,BA,Bahia,Barreiras,18936.0,1350.0,25773878.0,14.0267
2022,41155,Limão,BA,Bahia,Barreiras,23479.0,1547.0,39733318.0,15.1771
2023,41155,Limão,BA,Bahia,Barreiras,21982.0,1295.0,40899610.0,16.9745
2015,41176,Tangerina,BA,Bahia,Barreiras,4531.0,339.0,,13.3658
2016,41176,Tangerina,BA,Bahia,Barreiras,5254.0,366.0,3308998.0,14.3552
2018,41176,Tangerina,BA,Bahia,Barreiras,4889.0,346.0,3147677.0,14.1301
2020,41176,Tangerina,BA,Bahia,Barreiras,5283.0,364.0,8734706.0,14.5137
