cod_municipio_ibge,cod_produto,produto,ano,qtd_produzida_ton,area_colhida_ha,valor_producao_reais,produtividade_ton_ha,uf,municipio
4115200.0,41160,Pomelo,2018,1739.0,80.0,1394658.0,21.7375,PR,Maringá
4115200.0,41160,Pomelo,2019,1897.0,79.0,3657786.0,24.0127,PR,Maringá
4115200.0,41160,Pomelo,2021,2003.0,89.0,3138611.0,22.5056,PR,Maringá
4115200.0,41160,Pomelo,2022,1818.0,87.0,1401451.0,20.8966,PR,Maringá
4115200.0,41160,Pomelo,2023,2198.0,77.0,1596518.0,28.5455,PR,Maringá
4104808.0,41151,Laranja,2015,12566.0,1828.0,5367005.0,6.8742,PR,Cascavel
4104808.0,41151,Laranja,2016,12846.0,1943.0,14148699.0,6.6114,PR,Cascavel
4104808.0,41151,Laranja,2018,12658.0,1727.0,9120462.0,7.3295,PR,Cascavel
4104808.0,41151,Laranja,2019,13329.0,1986.0,13469356.0,6.7115,PR,Cascavel
4104808.0,41151,Laranja,2020,12448.0,1773.0,11825270.0,7.0209,PR,Cascavel
4104808.0,41151,Laranja,2021,12979.0,2028.0,14373893.0,6.3999,PR,Cascavel
4104808.0,41151,Laranja,2022,13093.0,2039.0,7313919.0,6.4213,PR,Cascavel
4104808.0,41151,Laranja,2023,10018.0,1813.0,11598788.0,5.5256,PR,Cascavel
4104808.0,41155,Limão,2015,1314.0,315.0,1138925.0,4.1714,PR,Cascavel
4104808.0,41155,Limão,2016,1675.0,309.0,3338761.0,5.4207,PR,Cascavel
4104808.0,41155,Limão,2017,1398.0,288.0,2047723.0,4.8542,PR,Cascavel
4104808.0,41155,Limão,2018,1322.0,292.0,2075848.0,4.5274,PR,Cascavel
4104808.0,41155,Limão,2019,1303.0,276.0,1389007.0,4.721,PR,Cascavel
4104808.0,41155,Limão,2020,1549.0,318.0,1028097.0,4.8711,PR,Cascavel
4104808.0,41155,Limão,2021,1729.0,306.0,2442526.0,5.6503,PR,Cascavel
4104808.0,41155,Limão,2023,1622.0,328.0,1615667.0,4.9451,PR,Cascavel
4104808.0,41176,Tangerina,2015,7453.0,294.0,12440142.0,25.3503,PR,Cascavel
4104808.0,41176,Tangerina,2016,7023.0,253.0,4566404.0,27.7589,PR,Cascavel
4104808.0,41176,Tangerina,2017,6745.0,260.0,10742362.0,25.9423,PR,Cascavel
4104808.0,41176,Tangerina,2018,6881.0,287.0,5868921.0,23.9756,PR,Cascavel
4104808.0,41176,Tangerina,2019,8144.0,293.0,10883817.0,27.7952,PR,Cascavel
4104808.0,41176,Tangerina,2020,8927.0,242.0,13871105.0,36.8884,PR,Cascavel
4104808.0,41176,Tangerina,2021,7036.0,245.0,12404319.0,28.7184,PR,Cascavel
4104808.0,41176,Tangerina,2022,9140.0,276.0,17651664.0,33.1159,PR,Cascavel
4104808.0,41176,Tangerina,2023,7185.0,243.0,10785415.0,29.5679,PR,Cascavel
4104808.0,41160,Pomelo,2015,832.0,196.0,1507352.0,4.2449,PR,Cascavel
4104808.0,41160,Pomelo,2016,1006.0,185.0,773455.0,5.4378,PR,Cascavel
4104808.0,41160,Pomelo,2017,818.0,185.0,1443666.0,4.4216,PR,Cascavel
4104808.0,41160,Pomelo,2018,906.0,189.0,1572265.0,4.7937,PR,Cascavel
4104808.0,41160,Pomelo,2019,881.0,178.0,805165.0,4.9494,PR,Cascavel
4104808.0,41160,Pomelo,2020,866.0,177.0,1619498.0,4.8927,PR,Cascavel
4104808.0,41160,Pomelo,2022,978.0,182.0,933728.0,5.3736,PR,Cascavel
4104808.0,41160,Pomelo,2023,832.0,168.0,956916.0,4.9524,PR,Cascavel
4108304.0,41151,Laranja,2015,17578.0,1430.0,19942057.0,12.2923,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2017,16798.0,1549.0,16474287.0,10.8444,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2018,16888.0,1566.0,7939185.0,10.7842,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2019,13520.0,1471.0,6977987.0,9.191,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2020,17380.0,1373.0,12817808.0,12.6584,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2021,13483.0,1462.0,8010300.0,9.2223,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2022,17785.0,1456.0,13028379.0,12.215,PR,Foz Do Iguaçu
4108304.0,41151,Laranja,2023,15457.0,1480.0,15143089.0,10.4439,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2015,143.0,268.0,139423.0,0.5336,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2016,137.0,262.0,113143.0,0.5229,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2017,148.0,288.0,265635.0,0.5139,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2018,136.0,289.0,205836.0,0.4706,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2019,148.0,243.0,188854.0,0.6091,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2020,139.0,251.0,191759.0,0.5538,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2021,156.0,266.0,269808.0,0.5865,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2022,162.0,281.0,271694.0,0.5765,PR,Foz Do Iguaçu
4108304.0,41155,Limão,2023,144.0,244.0,96565.0,0.5902,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2015,7256.0,776.0,5388416.0,9.3505,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2016,6691.0,758.0,10648249.0,8.8272,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2017,7733.0,670.0,,11.5418,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2018,6520.0,677.0,6340190.0,9.6307,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2019,7074.0,766.0,5611040.0,9.235,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2020,7421.0,789.0,9050727.0,9.4056,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2021,6638.0,710.0,,9.3493,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2022,7176.0,794.0,14151544.0,9.0378,PR,Foz Do Iguaçu
4108304.0,41176,Tangerina,2023,7463.0,779.0,12016709.0,9.5802,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2015,398.0,240.0,542153.0,1.6583,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2017,377.0,235.0,517432.0,1.6043,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2018,445.0,260.0,417354.0,1.7115,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2020,469.0,271.0,930777.0,1.7306,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2021,386.0,244.0,655700.0,1.582,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2022,383.0,260.0,671008.0,1.4731,PR,Foz Do Iguaçu
4108304.0,41160,Pomelo,2023,348.0,275.0,440830.0,1.2655,PR,Foz Do Iguaçu
4109401.0,41151,Laranja,2015,13058.0,1984.0,9646437.0,6.5817,PR,Guarapuava
4109401.0,41151,Laranja,2016,12509.0,1836.0,12120225.0,6.8132,PR,Guarapuava
4109401.0,41151,Laranja,2017,14022.0,2082.0,16198994.0,6.7349,PR,Guarapuava
4109401.0,41151,Laranja,2018,14475.0,1802.0,7565266.0,8.0327,PR,Guarapuava
4109401.0,41151,Laranja,2019,12499.0,2020.0,5486071.0,6.1876,PR,Guarapuava
4109401.0,41151,Laranja,2020,12408.0,1924.0,13603401.0,6.4491,PR,Guarapuava
4109401.0,41151,Laranja,2021,14031.0,2072.0,12411370.0,6.7717,PR,Guarapuava
4109401.0,41151,Laranja,2022,15829.0,1915.0,16459774.0,8.2658,PR,Guarapuava
4109401.0,41151,Laranja,2023,16251.0,2139.0,16067855.0,7.5975,PR,Guarapuava
4109401.0,41155,Limão,2015,1602.0,192.0,2215716.0,8.3438,PR,Guarapuava
4109401.0,41155,Limão,2016,1607.0,195.0,2034735.0,8.241,PR,Guarapuava
4109401.0,41155,Limão,2017,1717.0,197.0,2726363.0,8.7157,PR,Guarapuava
4109401.0,41155,Limão,2018,1338.0,223.0,846376.0,6.0,PR,Guarapuava
4109401.0,41155,Limão,2019,1374.0,191.0,1147864.0,7.1937,PR,Guarapuava
4109401.0,41155,Limão,2021,1507.0,221.0,1159414.0,6.819,PR,Guarapuava
4109401.0,41155,Limão,2022,1512.0,191.0,1035545.0,7.9162,PR,Guarapuava
4109401.0,41155,Limão,2023,1768.0,198.0,3445592.0,8.9293,PR,Guarapuava
4109401.0,41176,Tangerina,2015,3363.0,571.0,2975715.0,5.8897,PR,Guarapuava
4109401.0,41176,Tangerina,2017,4437.0,554.0,6376034.0,8.009,PR,Guarapuava
4109401.0,41176,Tangerina,2018,3902.0,505.0,6379208.0,7.7267,PR,Guarapuava
4109401.0,41176,Tangerina,2019,3960.0,531.0,4770799.0,7.4576,PR,Guarapuava
4109401.0,41176,Tangerina,2020,3587.0,584.0,4425659.0,6.1421,PR,Guarapuava
4109401.0,41176,Tangerina,2022,4146.0,585.0,5611130.0,7.0872,PR,Guarapuava
4109401.0,41176,Tangerina,2023,4309.0,575.0,6640790.0,7.4939,PR,Guarapuava
4109401.0,41160,Pomelo,2016,1871.0,55.0,3240160.0,34.0182,PR,Guarapuava
4109401.0,41160,Pomelo,2018,1515.0,50.0,2476026.0,30.3,PR,Guarapuava
4109401.0,41160,Pomelo,2019,1491.0,58.0,2680326.0,25.7069,PR,Guarapuava
4109401.0,41160,Pomelo,2020,1956.0,55.0,,35.5636,PR,Guarapuava
4109401.0,41160,Pomelo,2021,1779.0,57.0,1871861.0,31.2105,PR,Guarapuava
4109401.0,41160,Pomelo,2023,1906.0,57.0,3786022.0,33.4386,PR,Guarapuava
4119905.0,41151,Laranja,2016,10981.0,831.0,12815289.0,13.2142,PR,Ponta Grossa
4119905.0,41151,Laranja,2017,12353.0,825.0,5886656.0,14.9733,PR,Ponta Grossa
4119905.0,41151,Laranja,2018,13482.0,868.0,13834109.0,15.5323,PR,Ponta Grossa
4119905.0,41151,Laranja,2019,10415.0,761.0,4600956.0,13.6859,PR,Ponta Grossa
4119905.0,41151,Laranja,2020,13083.0,856.0,9978783.0,15.2839,PR,Ponta Grossa
4119905.0,41151,Laranja,2021,12648.0,756.0,,16.7302,PR,Ponta Grossa
4119905.0,41151,Laranja,2022,13290.0,903.0,6655436.0,14.7176,PR,Ponta Grossa
4119905.0,41151,Laranja,2023,10555.0,759.0,5300136.0,13.9065,PR,Ponta Grossa
4119905.0,41155,Limão,2016,1228.0,132.0,2213080.0,9.303,PR,Ponta Grossa
4119905.0,41155,Limão,2017,1162.0,128.0,1827470.0,9.0781,PR,Ponta Grossa
4119905.0,41155,Limão,2018,1272.0,121.0,1052188.0,10.5124,PR,Ponta Grossa
4119905.0,41155,Limão,2019,1115.0,117.0,1642939.0,9.5299,PR,Ponta Grossa
4119905.0,41155,Limão,2020,1108.0,116.0,,9.5517,PR,Ponta Grossa
4119905.0,41155,Limão,2023,1340.0,114.0,2560150.0,11.7544,PR,Ponta Grossa
4119905.0,41176,Tangerina,2015,8037.0,793.0,5557814.0,10.1349,PR,Ponta Grossa
4119905.0,41176,Tangerina,2017,7823.0,712.0,5277102.0,10.9874,PR,Ponta Grossa
4119905.0,41176,Tangerina,2018,6474.0,676.0,8150340.0,9.5769,PR,Ponta Grossa
4119905.0,41176,Tangerina,2019,7171.0,737.0,8963564.0,9.73,PR,Ponta Grossa
4119905.0,41176,Tangerina,2021,6908.0,709.0,12739681.0,9.7433,PR,Ponta Grossa
4119905.0,41176,Tangerina,2022,6183.0,729.0,6753103.0,8.4815,PR,Ponta Grossa
4119905.0,41176,Tangerina,2023,6939.0,782.0,7243126.0,8.8734,PR,Ponta Grossa
4119905.0,41160,Pomelo,2015,302.0,200.0,453337.0,1.51,PR,Ponta Grossa
4119905.0,41160,Pomelo,2016,231.0,188.0,202195.0,1.2287,PR,Ponta Grossa
4119905.0,41160,Pomelo,2017,290.0,219.0,579352.0,1.3242,PR,Ponta Grossa
4119905.0,41160,Pomelo,2018,254.0,212.0,430880.0,1.1981,PR,Ponta Grossa
4119905.0,41160,Pomelo,2019,273.0,210.0,220855.0,1.3,PR,Ponta Grossa
4119905.0,41160,Pomelo,2020,297.0,210.0,478619.0,1.4143,PR,Ponta Grossa
4119905.0,41160,Pomelo,2021,289.0,188.0,355458.0,1.5372,PR,Ponta Grossa
4119905.0,41160,Pomelo,2022,228.0,212.0,403108.0,1.0755,PR,Ponta Grossa
4119905.0,41160,Pomelo,2023,275.0,193.0,173947.0,1.4249,PR,Ponta Grossa
4101408.0,41151,Laranja,2015,19387.0,1928.0,22468643.0,10.0555,PR,Apucarana
4101408.0,41151,Laranja,2016,21009.0,1897.0,11284751.0,11.0749,PR,Apucarana
4101408.0,41151,Laranja,2017,18133.0,2137.0,12851134.0,8.4853,PR,Apucarana
4101408.0,41151,Laranja,2018,16905.0,1906.0,19066303.0,8.8694,PR,Apucarana
4101408.0,41151,Laranja,2019,19375.0,2134.0,10950435.0,9.0792,PR,Apucarana
4101408.0,41151,Laranja,2020,20591.0,1900.0,11579931.0,10.8374,PR,Apucarana
4101408.0,41151,Laranja,2021,22222.0,2016.0,13277024.0,11.0228,PR,Apucarana
4101408.0,41151,Laranja,2022,17428.0,2032.0,19782813.0,8.5768,PR,Apucarana
4101408.0,41151,Laranja,2023,22387.0,1941.0,12170972.0,11.5337,PR,Apucarana
4101408.0,41155,Limão,2015,318.0,228.0,585043.0,1.3947,PR,Apucarana
4101408.0,41155,Limão,2016,321.0,271.0,600986.0,1.1845,PR,Apucarana
4101408.0,41155,Limão,2017,299.0,265.0,351066.0,1.1283,PR,Apucarana
4101408.0,41155,Limão,2018,312.0,259.0,388959.0,1.2046,PR,Apucarana
4101408.0,41155,Limão,2019,275.0,261.0,217545.0,1.0536,PR,Apucarana
4101408.0,41155,Limão,2020,320.0,247.0,402912.0,1.2955,PR,Apucarana
4101408.0,41155,Limão,2023,315.0,231.0,493442.0,1.3636,PR,Apucarana
4101408.0,41176,Tangerina,2016,2968.0,444.0,5251992.0,6.6847,PR,Apucarana
4101408.0,41176,Tangerina,2017,2434.0,495.0,3589036.0,4.9172,PR,Apucarana
4101408.0,41176,Tangerina,2019,2200.0,520.0,2586178.0,4.2308,PR,Apucarana
4101408.0,41176,Tangerina,2020,2937.0,489.0,2798127.0,6.0061,PR,Apucarana
4101408.0,41176,Tangerina,2021,2811.0,447.0,2376597.0,6.2886,PR,Apucarana
4101408.0,41176,Tangerina,2022,2178.0,522.0,2675621.0,4.1724,PR,Apucarana
4101408.0,41176,Tangerina,2023,2181.0,508.0,1687393.0,4.2933,PR,Apucarana
4101408.0,41160,Pomelo,2015,386.0,226.0,434654.0,1.708,PR,Apucarana
4101408.0,41160,Pomelo,2017,418.0,227.0,679677.0,1.8414,PR,Apucarana
4101408.0,41160,Pomelo,2018,424.0,250.0,386442.0,1.696,PR,Apucarana
4101408.0,41160,Pomelo,2019,385.0,262.0,259085.0,1.4695,PR,Apucarana
4101408.0,41160,Pomelo,2020,423.0,226.0,554296.0,1.8717,PR,Apucarana
4101408.0,41160,Pomelo,2021,400.0,231.0,562796.0,1.7316,PR,Apucarana
4101408.0,41160,Pomelo,2022,369.0,235.0,464570.0,1.5702,PR,Apucarana
4101408.0,41160,Pomelo,2023,384.0,253.0,460168.0,1.5178,PR,Apucarana
4104303.0,41151,Laranja,2015,6591.0,697.0,4129792.0,9.4562,PR,Campo Mourão
4104303.0,41151,Laranja,2016,7786.0,654.0,8481477.0,11.9052,PR,Campo Mourão
4104303.0,41151,Laranja,2017,7398.0,709.0,4780947.0,10.4344,PR,Campo Mourão
4104303.0,41151,Laranja,2018,7821.0,676.0,7902030.0,11.5695,PR,Campo Mourão
4104303.0,41151,Laranja,2019,7159.0,706.0,3194085.0,10.1402,PR,Campo Mourão
4104303.0,41151,Laranja,2020,6549.0,755.0,2767639.0,8.6742,PR,Campo Mourão
4104303.0,41151,Laranja,2021,6295.0,737.0,5854877.0,8.5414,PR,Campo Mourão
4104303.0,41151,Laranja,2022,7317.0,794.0,3397126.0,9.2154,PR,Campo Mourão
4104303.0,41151,Laranja,2023,6859.0,730.0,7608830.0,9.3959,PR,Campo Mourão
4104303.0,41155,Limão,2015,335.0,397.0,582872.0,0.8438,PR,Campo Mourão
4104303.0,41155,Limão,2016,292.0,374.0,214800.0,0.7807,PR,Campo Mourão
4104303.0,41155,Limão,2017,293.0,351.0,230903.0,0.8348,PR,Campo Mourão
4104303.0,41155,Limão,2018,295.0,393.0,511190.0,0.7506,PR,Campo Mourão
4104303.0,41155,Limão,2019,286.0,385.0,203555.0,0.7429,PR,Campo Mourão
4104303.0,41155,Limão,2021,297.0,396.0,334401.0,0.75,PR,Campo Mourão
4104303.0,41155,Limão,2022,338.0,362.0,525456.0,0.9337,PR,Campo Mourão
4104303.0,41176,Tangerina,2015,1716.0,135.0,1700992.0,12.7111,PR,Campo Mourão
4104303.0,41176,Tangerina,2016,1648.0,123.0,1422403.0,13.3984,PR,Campo Mourão
4104303.0,41176,Tangerina,2017,1586.0,114.0,2744701.0,13.9123,PR,Campo Mourão
4104303.0,41176,Tangerina,2018,1435.0,124.0,2732350.0,11.5726,PR,Campo Mourão
4104303.0,41176,Tangerina,2019,1550.0,118.0,1240660.0,13.1356,PR,Campo Mourão
4104303.0,41176,Tangerina,2020,1821.0,120.0,2808504.0,15.175,PR,Campo Mourão
4104303.0,41176,Tangerina,2021,1749.0,119.0,1567623.0,14.6975,PR,Campo Mourão
4104303.0,41176,Tangerina,2022,1478.0,136.0,2754560.0,10.8676,PR,Campo Mourão
4104303.0,41176,Tangerina,2023,1457.0,116.0,1964561.0,12.5603,PR,Campo Mourão
4104303.0,41160,Pomelo,2015,1454.0,345.0,2725136.0,4.2145,PR,Campo Mourão
4104303.0,41160,Pomelo,2016,1659.0,337.0,1597171.0,4.9228,PR,Campo Mourão
4104303.0,41160,Pomelo,2017,1937.0,362.0,1507730.0,5.3508,PR,Campo Mourão
4104303.0,41160,Pomelo,2018,1523.0,349.0,1817209.0,4.3639,PR,Campo Mourão
4104303.0,41160,Pomelo,2019,1744.0,328.0,1068834.0,5.3171,PR,Campo Mourão
4104303.0,41160,Pomelo,2020,1793.0,331.0,1787172.0,5.4169,PR,Campo Mourão
4104303.0,41160,Pomelo,2021,1594.0,357.0,2493079.0,4.465,PR,Campo Mourão
4104303.0,41160,Pomelo,2022,1579.0,390.0,1077411.0,4.0487,PR,Campo Mourão
4104303.0,41160,Pomelo,2023,1542.0,373.0,2918113.0,4.134,PR,Campo Mourão
4118402.0,41151,Laranja,2015,6407.0,236.0,6037437.0,27.1483,PR,Paranavaí
4118402.0,41151,Laranja,2016,6712.0,229.0,7282531.0,29.31,PR,Paranavaí
4118402.0,41151,Laranja,2017,7026.0,254.0,5382098.0,27.6614,PR,Paranavaí
4118402.0,41151,Laranja,2019,7233.0,240.0,7763381.0,30.1375,PR,Paranavaí
4118402.0,41151,Laranja,2020,7294.0,251.0,6380163.0,29.0598,PR,Paranavaí
4118402.0,41151,Laranja,2021,5777.0,243.0,5490387.0,23.7737,PR,Paranavaí
4118402.0,41151,Laranja,2022,6634.0,257.0,7243774.0,25.8132,PR,Paranavaí
4118402.0,41155,Limão,2015,1808.0,91.0,2310385.0,19.8681,PR,Paranavaí
4118402.0,41155,Limão,2017,1644.0,98.0,2332195.0,16.7755,PR,Paranavaí
4118402.0,41155,Limão,2018,1863.0,91.0,2680379.0,20.4725,PR,Paranavaí
4118402.0,41155,Limão,2021,1620.0,99.0,2548490.0,16.3636,PR,Paranavaí
4118402.0,41155,Limão,2022,1435.0,104.0,1337334.0,13.7981,PR,Paranavaí
4118402.0,41155,Limão,2023,1498.0,95.0,1168273.0,15.7684,PR,Paranavaí
4118402.0,41176,Tangerina,2015,3314.0,539.0,3961823.0,6.1484,PR,Paranavaí
4118402.0,41176,Tangerina,2016,4078.0,532.0,4571434.0,7.6654,PR,Paranavaí
4118402.0,41176,Tangerina,2017,4447.0,559.0,2829509.0,7.9553,PR,Paranavaí
4118402.0,41176,Tangerina,2018,3292.0,582.0,3647362.0,5.6564,PR,Paranavaí
4118402.0,41176,Tangerina,2019,3680.0,620.0,4158713.0,5.9355,PR,Paranavaí
4118402.0,41176,Tangerina,2020,4234.0,565.0,5675864.0,7.4938,PR,Paranavaí
4118402.0,41176,Tangerina,2021,3423.0,617.0,3920665.0,5.5478,PR,Paranavaí
4118402.0,41176,Tangerina,2023,3276.0,592.0,6435046.0,5.5338,PR,Paranavaí
4118402.0,41160,Pomelo,2015,836.0,276.0,1002256.0,3.029,PR,Paranavaí
4118402.0,41160,Pomelo,2016,958.0,283.0,994242.0,3.3852,PR,Paranavaí
4118402.0,41160,Pomelo,2017,716.0,303.0,985089.0,2.363,PR,Paranavaí
4118402.0,41160,Pomelo,2018,899.0,287.0,1187593.0,3.1324,PR,Paranavaí
4118402.0,41160,Pomelo,2019,948.0,303.0,1516633.0,3.1287,PR,Paranavaí
4118402.0,41160,Pomelo,2020,924.0,310.0,1237564.0,2.9806,PR,Paranavaí
4118402.0,41160,Pomelo,2021,842.0,273.0,593754.0,3.0842,PR,Paranavaí
4118402.0,41160,Pomelo,2022,801.0,266.0,1505610.0,3.0113,PR,Paranavaí
4118402.0,41160,Pomelo,2023,780.0,272.0,1273924.0,2.8676,PR,Paranavaí
4128104.0,41151,Laranja,2016,2122.0,1035.0,1580132.0,2.0502,PR,Umuarama
4128104.0,41151,Laranja,2017,1840.0,1209.0,1104198.0,1.5219,PR,Umuarama
4128104.0,41151,Laranja,2018,2028.0,1260.0,1875948.0,1.6095,PR,Umuarama
4128104.0,41151,Laranja,2019,2465.0,1196.0,1204232.0,2.061,PR,Umuarama
4128104.0,41151,Laranja,2020,2310.0,1250.0,2697523.0,1.848,PR,Umuarama
4128104.0,41151,Laranja,2021,1926.0,1205.0,1972744.0,1.5983,PR,Umuarama
4128104.0,41155,Limão,2015,1452.0,297.0,1105012.0,4.8889,PR,Umuarama
4128104.0,41155,Limão,2016,1765.0,286.0,2863958.0,6.1713,PR,Umuarama
4128104.0,41155,Limão,2017,1417.0,304.0,,4.6612,PR,Umuarama
4128104.0,41155,Limão,2018,1553.0,312.0,2454085.0,4.9776,PR,Umuarama
4128104.0,41155,Limão,2019,1578.0,283.0,1189933.0,5.576,PR,Umuarama
4128104.0,41155,Limão,2020,1449.0,279.0,2209149.0,5.1935,PR,Umuarama
4128104.0,41155,Limão,2021,1486.0,310.0,1587040.0,4.7935,PR,Umuarama
4128104.0,41155,Limão,2022,1543.0,330.0,2530681.0,4.6758,PR,Umuarama
4128104.0,41176,Tangerina,2015,2073.0,755.0,3977144.0,2.7457,PR,Umuarama
4128104.0,41176,Tangerina,2016,1873.0,759.0,2220436.0,2.4677,PR,Umuarama
4128104.0,41176,Tangerina,2017,2006.0,798.0,2972511.0,2.5138,PR,Umuarama
4128104.0,41176,Tangerina,2018,2310.0,766.0,2272596.0,3.0157,PR,Umuarama
4128104.0,41176,Tangerina,2019,2435.0,770.0,4237744.0,3.1623,PR,Umuarama
4128104.0,41176,Tangerina,2020,2068.0,822.0,2869345.0,2.5158,PR,Umuarama
4128104.0,41176,Tangerina,2021,2160.0,836.0,1322796.0,2.5837,PR,Umuarama
4128104.0,41176,Tangerina,2022,2353.0,787.0,2296340.0,2.9898,PR,Umuarama
4128104.0,41176,Tangerina,2023,2414.0,784.0,1897790.0,3.0791,PR,Umuarama
4128104.0,41160,Pomelo,2015,358.0,51.0,702075.0,7.0196,PR,Umuarama
4128104.0,41160,Pomelo,2017,314.0,45.0,477356.0,6.9778,PR,Umuarama
4128104.0,41160,Pomelo,2018,391.0,47.0,577398.0,8.3191,PR,Umuarama
4128104.0,41160,Pomelo,2019,356.0,53.0,410698.0,6.717,PR,Umuarama
4128104.0,41160,Pomelo,2020,341.0,49.0,593966.0,6.9592,PR,Umuarama
4128104.0,41160,Pomelo,2021,320.0,53.0,558239.0,6.0377,PR,Umuarama
4128104.0,41160,Pomelo,2022,358.0,49.0,,7.3061,PR,Umuarama
4128104.0,41160,Pomelo,2023,298.0,45.0,525291.0,6.6222,PR,Umuarama
2918407.0,41151,Laranja,2015,1685.0,1988.0,817344.0,0.8476,BA,Juazeiro
2918407.0,41151,Laranja,2016,1493.0,1801.0,792059.0,0.829,BA,Juazeiro
2918407.0,41151,Laranja,2017,1284.0,1940.0,619211.0,0.6619,BA,Juazeiro
2918407.0,41151,Laranja,2018,1237.0,1795.0,640643.0,0.6891,BA,Juazeiro
2918407.0,41151,Laranja,2019,1617.0,1680.0,866141.0,0.9625,BA,Juazeiro
2918407.0,41151,Laranja,2020,1282.0,1976.0,1456222.0,0.6488,BA,Juazeiro
2918407.0,41151,Laranja,2021,1549.0,1694.0,1446485.0,0.9144,BA,Juazeiro
2918407.0,41151,Laranja,2022,1540.0,1979.0,,0.7782,BA,Juazeiro
2918407.0,41151,Laranja,2023,1537.0,1756.0,1095081.0,0.8753,BA,Juazeiro
2918407.0,41155,Limão,2015,27922.0,2150.0,20288846.0,12.987,BA,Juazeiro
2918407.0,41155,Limão,2016,25820.0,2211.0,44175495.0,11.678,BA,Juazeiro
2918407.0,41155,Limão,2017,24270.0,2265.0,32654416.0,10.7152,BA,Juazeiro
2918407.0,41155,Limão,2020,21482.0,2408.0,42116480.0,8.9211,BA,Juazeiro
2918407.0,41155,Limão,2023,20952.0,2281.0,36439629.0,9.1854,BA,Juazeiro
2918407.0,41176,Tangerina,2015,2911.0,562.0,4931104.0,5.1797,BA,Juazeiro
2918407.0,41176,Tangerina,2016,3242.0,581.0,1994525.0,5.58,BA,Juazeiro
2918407.0,41176,Tangerina,2017,3405.0,581.0,5424484.0,5.8606,BA,Juazeiro
2918407.0,41176,Tangerina,2018,2631.0,547.0,3858785.0,4.8099,BA,Juazeiro
2918407.0,41176,Tangerina,2019,3305.0,577.0,3432128.0,5.7279,BA,Juazeiro
2918407.0,41176,Tangerina,2020,2699.0,535.0,,5.0449,BA,Juazeiro
2918407.0,41176,Tangerina,2021,2573.0,592.0,4268941.0,4.3463,BA,Juazeiro
2918407.0,41176,Tangerina,2022,2772.0,636.0,3855063.0,4.3585,BA,Juazeiro
2918407.0,41176,Tangerina,2023,2518.0,564.0,2506324.0,4.4645,BA,Juazeiro
2918407.0,41160,Pomelo,2015,1357.0,387.0,2222809.0,3.5065,BA,Juazeiro
2918407.0,41160,Pomelo,2016,1605.0,422.0,1614898.0,3.8033,BA,Juazeiro
2918407.0,41160,Pomelo,2017,1757.0,419.0,2663450.0,4.1933,BA,Juazeiro
2918407.0,41160,Pomelo,2018,1638.0,428.0,1765733.0,3.8271,BA,Juazeiro
2918407.0,41160,Pomelo,2019,1760.0,416.0,2011130.0,4.2308,BA,Juazeiro
2918407.0,41160,Pomelo,2020,1560.0,419.0,1247487.0,3.7232,BA,Juazeiro
2918407.0,41160,Pomelo,2021,1355.0,380.0,2584904.0,3.5658,BA,Juazeiro
2918407.0,41160,Pomelo,2022,1700.0,375.0,2146361.0,4.5333,BA,Juazeiro
2918407.0,41160,Pomelo,2023,1596.0,358.0,2876956.0,4.4581,BA,Juazeiro
,41151,Laranja,2015,9896.0,948.0,7521690.0,10.4388,BA,Petrolina
,41151,Laranja,2016,12527.0,1003.0,10630917.0,12.4895,BA,Petrolina
,41151,Laranja,2017,10415.0,1037.0,9741362.0,10.0434,BA,Petrolina
,41151,Laranja,2018,10256.0,889.0,11975300.0,11.5366,BA,Petrolina
,41151,Laranja,2019,10859.0,985.0,6190804.0,11.0244,BA,Petrolina
,41151,Laranja,2020,10126.0,909.0,8653327.0,11.1397,BA,Petrolina
